id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes,error_type
code_gen_0450,generalization_conditional_paraphrase,gen_conditional_xs_pb_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有市净率 PB横截面标准化值为正时，才保留 47 日动量。请保持字段和算子命名规范。,"where(gt(div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(pct_change(pb, 45), xs_mean(pct_change(pct_change(close, 45)), 45), 4.0)
```",,,parse_error
code_gen_0560,generalization_regression_paraphrase,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 28 日滚动相关衡量换手代理和日收益同步性。请保持字段和算子命名规范。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 28)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 28)
```","```dsl_fire
result = div(tsclose, ts_std(pct_change(close, 1), 20)), sub(ts_std(pct_change(close, 1), 2), pct_change(close, 20))
```",,,execution_error
code_gen_0316,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 28 日风险调整动量强的股票更有吸引力。注意窗口、方向和字段选择。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 28), ts_std(pct_change(close, 1), 28)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 28), ts_std(pct_change(close, 1), 28)))
```","```dsl_fire
result = div(sub(recipipip(pb), group_mean(recip(pb), industry)), shift(close, 2)), 2.0)
```",,,parse_error
code_gen_0461,generalization_conditional_paraphrase,gen_logic_liquidity_risk_xor,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，流动性强和低风险只有一个成立时保留 13 日动量。注意窗口、方向和字段选择。,"where(logical_xor(gt(log1p(ts_mean(volume, 13)), xs_mean(log1p(ts_mean(volume, 13)))), le(ts_std(pct_change(close, 1), 13), xs_mean(ts_std(pct_change(close, 1), 13)))), pct_change(close, 13), 0.0)","```dsl_fire
result = where(logical_xor(gt(log1p(ts_mean(volume, 13)), xs_mean(log1p(ts_mean(volume, 13)))), le(ts_std(pct_change(close, 1), 13), xs_mean(ts_std(pct_change(close, 1), 13)))), pct_change(close, 13), 0.0)
```","</think>


result = where(logical_xoror(pct_change(close, 20), xs_mean(pct_change(close, 20))), gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), pct_change(close, 20), 0.0)
```",,,format_error
code_gen_0120,generalization_time_series,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值在 27 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 27))","```dsl_fire
result = neg(ts_argmax(market_cap, 27))
```","</think>

</think>




```dsl_fire
result = ts_f(ts_std(pct_change(volume, 1), 2)), neg(log(market_cap)), 0.0)
```",,,format_error
code_gen_0271,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：短期成交量相对 50 日均量越高，放量越明显。注意窗口、方向和字段选择。,"div(ts_mean(volume, 12), ts_mean(volume, 50))","```dsl_fire
result = div(ts_mean(volume, 12), ts_mean(volume, 50))
```","```dsl_fire
result = div(volume, ts_mean(volume, 20))
```",,,semantic_mismatch
code_gen_0468,generalization_conditional_paraphrase,gen_logic_liquidity_risk_xor,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，流动性强和低风险只有一个成立时保留 19 日动量。这个想法需要转换为函数式 DSL。,"where(logical_xor(gt(log1p(ts_mean(volume, 19)), xs_mean(log1p(ts_mean(volume, 19)))), le(ts_std(pct_change(close, 1), 19), xs_mean(ts_std(pct_change(close, 1), 19)))), pct_change(close, 19), 0.0)","```dsl_fire
result = where(logical_xor(gt(log1p(ts_mean(volume, 19)), xs_mean(log1p(ts_mean(volume, 19)))), le(ts_std(pct_change(close, 1), 19), xs_mean(ts_std(pct_change(close, 1), 19)))), pct_change(close, 19), 0.0)
```","</think>


```dsl_fire
result = where(pct_change(close, 20), xs_mean(pct_change(close, 20)))
```",,,format_error
code_gen_0201,generalization_conditional,gen_conditional_xs_vwap_31,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有成交量加权平均价横截面标准化值为正时，才保留 31 日动量。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 31), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 31), 0.0)
```","```dsl_fire
result = where(ge(vwap, xs_mean(vwap)), xs_mean(vwap)), -1.0)
```",,,parse_error
code_gen_0259,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：短期成交量相对 18 日均量越高，放量越明显。最终只需要一个可执行表达式。,"div(ts_mean(volume, 4), ts_mean(volume, 18))","```dsl_fire
result = div(ts_mean(volume, 4), ts_mean(volume, 18))
```","```dsl_fire
result = div(volume, ts_mean(volume, 20))
```",,,semantic_mismatch
code_gen_0156,generalization_cross_section,gen_xs_quantile_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：开盘价相对横截面 75% 分位数的偏离用于测试未见分位结构。,"sub(open, xs_quantile(open, 0.75))","```dsl_fire
result = sub(open, xs_quantile(open, 0.75))
```","</think>




</think>




```",,,format_error
code_gen_0540,generalization_cross_section_paraphrase,gen_turnover_value_spread,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，换手代理相对市场更高但估值优势不足时，反映交易关注和估值之间的背离。请保持字段和算子命名规范。,"sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))","```dsl_fire
result = sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))
```","</think>




```dsl_fire
result = where(gt(pct_change(close, 1), xs_mean(pct_change(close, 20))), neg(div(sub(volume, vwap), vwap)), div(volume, market_cap)), 0.0)
```",,,format_error
code_gen_0555,generalization_time_series_paraphrase,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，估值便宜程度高于自身 22 日 70% 分位数越多，价值信号越突出。请保持字段和算子命名规范。,"sub(recip(pb), ts_quantile(recip(pb), 22, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 22, 0.7))
```","```dsl_fire
result = sub(recip(pb), ts_std(pct_change(close, 1), 2))
```",,,semantic_mismatch
code_gen_0224,generalization_time_series,gen_ts_prod_turnover,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：13 日成交量变化加一后连乘测试未见时间聚合结构。,"ts_prod(add(1.0, pct_change(volume, 1)), 13)","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 13)
```","</think>




</think>




</think>


```dsl_fire





```",,,format_error
code_gen_0073,generalization_regression,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 22 日滚动回归提取估值相对市值解释后的残差。,"ts_reg_res(recip(pb), log(market_cap), 22)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 22)
```","</think>










</think>


```",,,format_error
code_gen_0242,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 4 日日收益波动越低，稳定性越强。不要使用解释文字。,"neg(ts_std(pct_change(close, 1), 4))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 4))
```","```dsl_fire
result = div(ts_mean(pct_change(close, 1),), log(volume))
```",,,semantic_mismatch
code_gen_0175,generalization_conditional,gen_mask_group_high_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有最高价不低于行业均值时，才保留行业标准化信号。,"mask(div(sub(high, group_mean(high, industry)), group_std(high, industry)), ge(high, group_mean(high, industry)), 0.0)","```dsl_fire
result = mask(div(sub(high, group_mean(high, industry)), group_std(high, industry)), ge(high, group_mean(high, industry)), 0.0)
```","```dsl_fire
result = where(gt(close, group group_mean(recip(pct_change(close, 60), industry)), neg(div(sub(close, group_mean(close, 60), industry)), group_std(reclose, 60)), 0.0)
```",,,parse_error
code_gen_0437,generalization_group_paraphrase,gen_group_abs_vwap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，成交量加权平均价行业内标准化偏离的绝对值用于测试行业异常程度。不要使用解释文字。,"absolute(div(sub(vwap, group_mean(vwap, industry)), group_std(vwap, industry)))","```dsl_fire
result = absolute(div(sub(vwap, group_mean(vwap, industry)), group_std(vwap, industry)))
```","```dsl_fire
result = div(sub(vwap, group group_mean(vwap, industry))), group xs_fire
```",,,parse_error
code_gen_0107,generalization_time_series,gen_argmin_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：市净率 PB在 11 日窗口内低点位置用于描述路径。,"ts_argmin(pb, 11)","```dsl_fire
result = ts_argmin(pb, 11)
```","```dsl_fire
result = div(sub(pb, ts_min(low, 20)), sub(ts_max(high, 20), ts_min(low, 20)))
```",,,semantic_mismatch
code_gen_0161,generalization_conditional,gen_conditional_xs_open_31,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有开盘价横截面标准化值为正时，才保留 31 日动量。,"where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 31), 0.0)","```dsl_fire
result = where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 31), 0.0)
```","```dsl_fire
result = where(gt(pct_change(open, 3), xs_mean(open, 3), xs_mean(open, 3)), -1.0)
```",,,execution_error
code_gen_0274,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 75 日日收益波动越低，稳定性越强。最终只需要一个可执行表达式。,"neg(ts_std(pct_change(close, 1), 75))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 75))
```","</think>

```dsl_fire



```dsl_fire


```",,,format_error
code_gen_0570,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有估值便宜且 55 日动量高于市场均值时，才保留价值动量组合。请保持字段和算子命名规范。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 55), xs_mean(pct_change(close, 55)))), add(recip(pb), pct_change(close, 55)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 55), xs_mean(pct_change(close, 55)))), add(recip(pb), pct_change(close, 55)), 0.0)
```","</think>


```dsl_fire
result = where(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), add(log(recip(pb), 0.0)
```",,,format_error
code_gen_0296,generalization_group_paraphrase,gen_industry_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，行业内估值便宜且行业内小市值暴露较强的股票得分更高。注意窗口、方向和字段选择。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)))
```","```dsl_fire
result = div(sub(recip(pb), group_mean(recip(pb), industry)), sub(log(recip(pb)), xs_mean(log(market_cap)))
```",,,parse_error
code_gen_0589,generalization_time_series_paraphrase,gen_argmin_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：市净率 PB在 17 日窗口内低点位置用于描述路径。最终只需要一个可执行表达式。,"ts_argmin(pb, 17)","```dsl_fire
result = ts_argmin(pb, 17)
```","```dsl_fire
result = div(sub(pct_change(close, 20), shift(volume, 20)), ts_std(log(market_cap), 20))
```",,,semantic_mismatch
code_gen_0485,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 6 日涨幅越高，后续均值回归压力越大。请保持字段和算子命名规范。,"neg(pct_change(close, 6))","```dsl_fire
result = neg(pct_change(close, 6))
```","```dsl_fire
result = div(ts_mean(pct_change(close, 1), 20), market_cap)
```",,,semantic_mismatch
code_gen_0122,generalization_time_series,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值在 38 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 38))","```dsl_fire
result = neg(ts_argmax(market_cap, 38))
```","</think>

</think>




```dsl_fire
```dsl_fire


```",,,format_error
code_gen_0020,generalization_unseen_window,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 25 日收盘价收益越高，短期趋势越强。,"pct_change(close, 25)","```dsl_fire
result = pct_change(close, 25)
```","</think>

```dsl_fire



```",,,format_error
