case_id,family,idea,dsl,source,operators
op_case_0868,positive_momentum,只保留 7 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 7))",price_transform,"pos,pct_change"
op_case_0869,positive_momentum,只保留 10 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 10))",price_transform,"pos,pct_change"
op_case_0870,positive_momentum,只保留 15 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 15))",price_transform,"pos,pct_change"
op_case_0871,positive_momentum,只保留 20 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 20))",price_transform,"pos,pct_change"
op_case_0872,positive_momentum,只保留 30 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 30))",price_transform,"pos,pct_change"
op_case_0873,positive_momentum,只保留 45 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 45))",price_transform,"pos,pct_change"
op_case_0874,positive_momentum,只保留 60 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 60))",price_transform,"pos,pct_change"
op_case_0875,positive_momentum,只保留 90 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 90))",price_transform,"pos,pct_change"
op_case_0876,positive_momentum,只保留 2 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 2))",price_transform,"pos,pct_change"
op_case_0877,positive_momentum,只保留 3 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 3))",price_transform,"pos,pct_change"
op_case_0878,positive_momentum,只保留 5 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 5))",price_transform,"pos,pct_change"
op_case_0879,positive_momentum,只保留 7 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 7))",price_transform,"pos,pct_change"
op_case_0880,positive_momentum,只保留 10 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 10))",price_transform,"pos,pct_change"
op_case_0881,positive_momentum,只保留 15 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 15))",price_transform,"pos,pct_change"
op_case_0882,positive_momentum,只保留 20 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 20))",price_transform,"pos,pct_change"
op_case_0883,positive_momentum,只保留 30 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 30))",price_transform,"pos,pct_change"
op_case_0884,positive_momentum,只保留 45 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 45))",price_transform,"pos,pct_change"
op_case_0885,positive_momentum,只保留 60 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 60))",price_transform,"pos,pct_change"
op_case_0886,positive_momentum,只保留 90 日成交量加权平均价收益中的正向部分，强调上涨趋势。,"pos(pct_change(vwap, 90))",price_transform,"pos,pct_change"
op_case_0887,positive_momentum,只保留 2 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 2))",price_transform,"pos,pct_change"
op_case_0888,positive_momentum,只保留 3 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 3))",price_transform,"pos,pct_change"
op_case_0889,positive_momentum,只保留 5 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 5))",price_transform,"pos,pct_change"
op_case_0890,positive_momentum,只保留 7 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 7))",price_transform,"pos,pct_change"
op_case_0891,positive_momentum,只保留 10 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 10))",price_transform,"pos,pct_change"
op_case_0892,positive_momentum,只保留 15 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 15))",price_transform,"pos,pct_change"
op_case_0893,positive_momentum,只保留 20 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 20))",price_transform,"pos,pct_change"
op_case_0894,positive_momentum,只保留 30 日开盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(open, 30))",price_transform,"pos,pct_change"
op_case_0895,return_power,对 2 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 2)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0896,return_power,对 3 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 3)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0897,return_power,对 5 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 5)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0898,return_power,对 7 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 7)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0899,return_power,对 10 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 10)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0900,return_power,对 15 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 15)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0901,return_power,对 20 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 20)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0902,return_power,对 30 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 30)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0903,return_power,对 45 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 45)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0904,return_power,对 60 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 60)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0905,return_power,对 90 日收益绝对值做 0.5 次幂，压缩极端波动。,"power(absolute(pct_change(close, 90)), 0.5)",volatility,"power,absolute,pct_change"
op_case_0906,v21_power_extra_open_2,对 2 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 2)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0907,v21_power_square_root_open_2,对 2 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 2)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0908,v21_power_extra_open_3,对 3 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 3)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0909,v21_power_square_root_open_3,对 3 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 3)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0910,v21_power_extra_open_5,对 5 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 5)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0911,v21_power_square_root_open_5,对 5 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 5)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0912,v21_power_extra_open_7,对 7 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 7)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0913,v21_power_square_root_open_7,对 7 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 7)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0914,v21_power_extra_open_10,对 10 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 10)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0915,v21_power_square_root_open_10,对 10 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 10)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0916,v21_power_extra_open_15,对 15 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 15)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0917,v21_power_square_root_open_15,对 15 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 15)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0918,v21_power_extra_open_20,对 20 日开盘价变化绝对值做 0.5 次幂。,"power(absolute(pct_change(open, 20)), 0.5)",rare_operator_v21,"power,absolute,pct_change"
op_case_0919,v21_power_square_root_open_20,对 20 日开盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(open, 20)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0920,v21_power_square_root_close_2,对 2 日收盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(close, 2)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0921,v21_power_square_root_close_3,对 3 日收盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(close, 3)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0922,v21_power_square_root_close_5,对 5 日收盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(close, 5)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0923,v21_power_square_root_close_7,对 7 日收盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(close, 7)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0924,v21_power_square_root_close_10,对 10 日收盘价变化绝对值做 0.25 次幂，进一步压缩极端值。,"power(absolute(pct_change(close, 10)), 0.25)",rare_operator_v21,"power,absolute,pct_change"
op_case_0925,lagged_return,用 shift 引用 2 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 2)), shift(close, 2))",price_momentum,"div,sub,shift,shift"
op_case_0926,lagged_return,用 shift 引用 3 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 3)), shift(close, 3))",price_momentum,"div,sub,shift,shift"
op_case_0927,lagged_return,用 shift 引用 5 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 5)), shift(close, 5))",price_momentum,"div,sub,shift,shift"
op_case_0928,lagged_return,用 shift 引用 7 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 7)), shift(close, 7))",price_momentum,"div,sub,shift,shift"
op_case_0929,lagged_return,用 shift 引用 10 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 10)), shift(close, 10))",price_momentum,"div,sub,shift,shift"
op_case_0930,lagged_return,用 shift 引用 15 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 15)), shift(close, 15))",price_momentum,"div,sub,shift,shift"
op_case_0931,lagged_return,用 shift 引用 20 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 20)), shift(close, 20))",price_momentum,"div,sub,shift,shift"
op_case_0932,lagged_return,用 shift 引用 30 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 30)), shift(close, 30))",price_momentum,"div,sub,shift,shift"
op_case_0933,lagged_return,用 shift 引用 45 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 45)), shift(close, 45))",price_momentum,"div,sub,shift,shift"
op_case_0934,lagged_return,用 shift 引用 60 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 60)), shift(close, 60))",price_momentum,"div,sub,shift,shift"
op_case_0935,lagged_return,用 shift 引用 90 天前收盘价并计算变化比例。,"div(sub(close, shift(close, 90)), shift(close, 90))",price_momentum,"div,sub,shift,shift"
op_case_0936,lagged_return,用 shift 引用 2 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 2)), shift(vwap, 2))",price_momentum,"div,sub,shift,shift"
op_case_0937,lagged_return,用 shift 引用 3 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 3)), shift(vwap, 3))",price_momentum,"div,sub,shift,shift"
op_case_0938,lagged_return,用 shift 引用 5 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 5)), shift(vwap, 5))",price_momentum,"div,sub,shift,shift"
op_case_0939,lagged_return,用 shift 引用 7 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 7)), shift(vwap, 7))",price_momentum,"div,sub,shift,shift"
op_case_0940,lagged_return,用 shift 引用 10 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 10)), shift(vwap, 10))",price_momentum,"div,sub,shift,shift"
op_case_0941,lagged_return,用 shift 引用 15 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 15)), shift(vwap, 15))",price_momentum,"div,sub,shift,shift"
op_case_0942,lagged_return,用 shift 引用 20 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 20)), shift(vwap, 20))",price_momentum,"div,sub,shift,shift"
op_case_0943,lagged_return,用 shift 引用 30 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 30)), shift(vwap, 30))",price_momentum,"div,sub,shift,shift"
op_case_0944,lagged_return,用 shift 引用 45 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 45)), shift(vwap, 45))",price_momentum,"div,sub,shift,shift"
op_case_0945,lagged_return,用 shift 引用 60 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 60)), shift(vwap, 60))",price_momentum,"div,sub,shift,shift"
op_case_0946,lagged_return,用 shift 引用 90 天前成交量加权平均价并计算变化比例。,"div(sub(vwap, shift(vwap, 90)), shift(vwap, 90))",price_momentum,"div,sub,shift,shift"
op_case_0947,lagged_return,用 shift 引用 2 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 2)), shift(open, 2))",price_momentum,"div,sub,shift,shift"
op_case_0948,lagged_return,用 shift 引用 3 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 3)), shift(open, 3))",price_momentum,"div,sub,shift,shift"
op_case_0949,lagged_return,用 shift 引用 5 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 5)), shift(open, 5))",price_momentum,"div,sub,shift,shift"
op_case_0950,lagged_return,用 shift 引用 7 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 7)), shift(open, 7))",price_momentum,"div,sub,shift,shift"
op_case_0951,lagged_return,用 shift 引用 10 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 10)), shift(open, 10))",price_momentum,"div,sub,shift,shift"
op_case_0952,lagged_return,用 shift 引用 15 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 15)), shift(open, 15))",price_momentum,"div,sub,shift,shift"
op_case_0953,lagged_return,用 shift 引用 20 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 20)), shift(open, 20))",price_momentum,"div,sub,shift,shift"
op_case_0954,lagged_return,用 shift 引用 30 天前开盘价并计算变化比例。,"div(sub(open, shift(open, 30)), shift(open, 30))",price_momentum,"div,sub,shift,shift"
op_case_0955,sqrt_abs_momentum,对 5 日收盘价收益绝对值取平方根，压缩极端波动。,"sqrt(absolute(pct_change(close, 5)))",price_transform,"sqrt,absolute,pct_change"
op_case_0956,squared_momentum,对 2 日收盘价收益平方，突出大幅波动。,"square(pct_change(close, 2))",price_transform,"square,pct_change"
op_case_0957,squared_momentum,对 3 日收盘价收益平方，突出大幅波动。,"square(pct_change(close, 3))",price_transform,"square,pct_change"
op_case_0958,squared_momentum,对 5 日收盘价收益平方，突出大幅波动。,"square(pct_change(close, 5))",price_transform,"square,pct_change"
op_case_0959,squared_momentum,对 7 日收盘价收益平方，突出大幅波动。,"square(pct_change(close, 7))",price_transform,"square,pct_change"
